CHPProbeSetName	H_ARP1-0h	H_ARP1-2h	H_ARP1-4h	H_ARP1-6h	H_ARP1-8h	H_ARP1-10h	H_ARP1-012h		med£¨£©			B-J	C-J	D-J	E-J	F-J	G-J	H-J			mad()			B-J	C-J	D-J	E-J	F-J	G-J	H-J			U1=(x-med)/9*mad	U2	U3	U4	U5	U6	U7		W1	W2	W3	W4	W5	W6	W7			Z1	Z2	Z3	Z4	Z5	Z6	Z7
203328_x_at	123.5	162.7	117.5	120.4	170.4	94.1	111.5		120.4			3.1	42.3	2.9	0	50	26.3	8.9			8.9			3.1	42.3	-2.9	0	50	-26.3	-8.9			0.038701623	0.528089888	-0.036204744	0	0.624219725	-0.328339576	-0.111111111		0.958420838	0.245400619	0.961270258	1	0.139988223	0.534647453	0.867076496			2.971104598	10.38044619	-2.787683749	0	6.999411147	-14.061228	-7.716980814
203329_at	166.9	217.1	145.9	134.7	142.5	181	145.4		145.9			21	71.2	0	11.2	3.4	35.1	0.5			11.2			21	71.2	0	-11.2	-3.4	35.1	-0.5			0.208333333	0.706349206	0	-0.111111111	-0.033730159	0.348214286	-0.004960317		0.724436945	0.073727476	1	0.867076496	0.964072396	0.503306294	0.994990718			15.21317584	5.249396308	0	-9.711256755	-3.277846145	17.66605091	-0.497495359
203330_s_at	63.5	54.9	63.6	55.5	28.6	59.8	31.9		55.5			8	0.6	8.1	0	26.9	4.3	23.6			8			8	-0.6	8.1	0	-26.9	4.3	-23.6			0.111111111	-0.008333333	0.1125	0	-0.373611111	0.059722222	-0.327777778		0.867076496	0.99152894	0.865177317	1	0.463724164	0.93358228	0.535536884			6.936611968	-0.594917364	7.007936264	0	-12.47418001	4.014403804	-12.63867045
203332_s_at	185.6	235.9	207.8	172.7	239	181.8	168.7		185.6			0	50.3	22.2	12.9	53.4	3.8	16.9			16.9			0	50.3	22.2	-12.9	53.4	-3.8	-16.9			0	0.330703485	0.145956607	-0.084812623	0.351084813	-0.024983563	-0.111111111		1	0.53090679	0.818043047	0.902068514	0.49880298	0.973799648	0.867076496			0	26.70461152	18.16055564	-11.63668382	26.63607915	-3.700438664	-14.65359278
203333_at	156.2	203.2	122.8	161.4	220.6	88.3	144		156.2			0	47	33.4	5.2	64.4	67.9	12.2			33.4			0	47	-33.4	5.2	64.4	-67.9	-12.2			0	0.156353959	-0.111111111	0.017298736	0.21423819	-0.22588157	-0.040585496		1	0.802901745	0.867076496	0.982113213	0.715287322	0.697138798	0.956256446			0	37.73638201	-28.96035496	5.106988706	46.06450356	-47.33572437	-11.66632864
203334_at	156	197.6	84.1	107.7	179.7	95.6	140.3		140.3			15.7	57.3	56.2	32.6	39.4	44.7	0			39.4			15.7	57.3	-56.2	-32.6	39.4	-44.7	0			0.04427524	0.161590525	-0.158488438	-0.091934574	0.111111111	-0.12605753	0		0.951981424	0.795196857	0.799767349	0.892780418	0.867076496	0.84638838	1			14.94610836	45.5647799	-44.946925	-29.10464164	34.16281394	-37.8335606	0
203335_at	79.8	155.3	73.7	92.4	135.9	82	70.8		82			2.2	73.3	8.3	10.4	53.9	0	11.2			10.4			-2.2	73.3	-8.3	10.4	53.9	0	-11.2			-0.023504274	0.783119658	-0.088675214	0.111111111	0.575854701	0	-0.11965812		0.975417092	0.032435571	0.897049106	0.867076496	0.189485646	1	0.855312771			-2.145917603	2.377527334	-7.445507578	9.017595558	10.21327632	0	-9.57950303
203336_s_at	182.5	205.1	168.7	192.7	225.2	93.7	107		182.5			0	22.6	13.8	10.2	42.7	88.8	75.5			22.6			0	22.6	-13.8	10.2	42.7	-88.8	-75.5			0	0.111111111	-0.067846608	0.050147493	0.20993117	-0.436578171	-0.371189774		1	0.867076496	0.923591437	0.945081191	0.721964952	0.369113163	0.467470187			0	19.59592881	-12.74556183	9.639828146	30.82790343	-32.7772489	-35.29399911
203337_x_at	104.6	121.5	68.9	92.5	106.8	75.5	58.9		92.5			12.1	29	23.6	0	14.3	17	33.6			17			12.1	29	-23.6	0	14.3	-17	-33.6			0.079084967	0.189542484	-0.154248366	0	0.093464052	-0.111111111	-0.219607843		0.909431456	0.75327001	0.805985212	1	0.890766983	0.867076496	0.706934384			11.00412062	21.84483028	-19.021251	0	12.73796786	-14.74030043	-23.75299529
203338_at	314.9	370.8	234.8	262.1	353.8	209.1	250.6		262.1			52.8	108.7	27.3	0	91.7	53	11.5			52.8			52.8	108.7	-27.3	0	91.7	-53	-11.5			0.111111111	0.228745791	-0.057449495	0	0.19297138	-0.111531987	-0.024200337		0.867076496	0.692654608	0.936339101	1	0.74804351	0.866501503	0.974657031			45.78163899	75.29155589	-25.56205746	0	68.59558987	-45.92457967	-11.20855586
203339_at	74.8	137.9	71.4	65.9	122.4	105.9	76		76			1.2	61.9	4.6	10.1	46.4	29.9	0			10.1			-1.2	61.9	-4.6	-10.1	46.4	29.9	0			-0.01320132	0.680968097	-0.050605061	-0.111111111	0.510451045	0.328932893	0		0.986454762	0.091753214	0.944538607	0.867076496	0.267671228	0.533708301	1			-1.183745714	5.679523939	-4.344877592	-8.757472609	12.41994498	15.95787821	0
203340_s_at	170	170.4	94.7	125.5	162.4	115.8	133		133			37	37.4	38.3	7.5	29.4	17.2	0			29.4			37	37.4	-38.3	-7.5	29.4	-17.2	0			0.139833711	0.141345427	-0.144746788	-0.028344671	0.111111111	-0.065003779	0		0.826856697	0.824687986	0.819790741	0.970094661	0.867076496	0.927111278	1			30.59369781	30.84333068	-31.39798538	-7.275709956	25.49204898	-15.94631399	0
203341_at	191.6	285.3	165.6	155.7	226.8	146.7	123.6		165.6			26	119.7	0	9.9	61.2	18.9	42			26			26	119.7	0	-9.9	61.2	-18.9	-42			0.111111111	0.511538462	0	-0.042307692	0.261538462	-0.080769231	-0.179487179		0.867076496	0.266274466	1	0.954266951	0.640891679	0.907276376	0.768497685			22.54398889	31.87305361	0	-9.447242817	39.22257077	-17.1475235	-32.27690277
203343_at	73.7	72.8	44.8	60.6	105.4	60	54.1		60.6			13.1	12.2	15.8	0	44.8	0.6	6.5			12.2			13.1	12.2	-15.8	0	44.8	-0.6	-6.5			0.119307832	0.111111111	-0.143897996	0	0.408014572	-0.005464481	-0.059198543		0.855798435	0.867076496	0.82101509	1	0.411289241	0.994476125	0.934218995			11.21095949	10.57833325	-12.97203842	0	18.42575798	-0.596685675	-6.072423468
203344_s_at	553.8	729.5	456.2	468.4	715.2	413	485.4		485.4			68.4	244.1	29.2	17	229.8	72.4	0			68.4			68.4	244.1	-29.2	-17	229.8	-72.4	0			0.111111111	0.396523717	-0.047433398	-0.027615335	0.373294347	-0.117608837	0		0.867076496	0.428624757	0.948285013	0.970902136	0.464213858	0.858149798	1			59.30803232	104.6273031	-27.68992238	-16.50533632	106.6763446	-62.13004535	0
203345_s_at	548.3	628	334	385.4	515.5	398.1	410.6		410.6			137.7	217.4	76.6	25.2	104.9	12.5	0			76.6			137.7	217.4	-76.6	-25.2	104.9	-12.5	0			0.199738903	0.315346678	-0.111111111	-0.036553525	0.1521613	-0.018131709	0		0.737681001	0.555255186	0.867076496	0.960873557	0.809033073	0.981222801	1			101.5786739	120.7124775	-66.41805959	-24.21401365	84.8675694	-12.26528502	0
203346_s_at	373.6	436.8	211	312.7	403	213.2	288.7		312.7			60.9	124.1	101.7	0	90.3	99.5	24			90.3			60.9	124.1	-101.7	0	90.3	-99.5	-24			0.074935401	0.152700874	-0.125138427	0	0.111111111	-0.122431402	-0.029531192		0.914704711	0.808245919	0.8476761	1	0.867076496	0.851457235	0.968776871			55.7055169	100.3033185	-86.20865937	0	78.29700758	-84.7199949	-23.25064491
203347_s_at	132.2	196.7	144.8	125.3	272.1	107.4	96.3		132.2			0	64.5	12.6	6.9	139.9	24.8	35.9			24.8			0	64.5	12.6	-6.9	139.9	-24.8	-35.9			0	0.288978495	0.056451613	-0.030913978	0.626792115	-0.111111111	-0.160842294		1	0.597227163	0.937544198	0.967234646	0.137567723	0.867076496	0.7963009			0	38.52115204	11.8130569	-6.67391906	19.24572449	-21.5034971	-28.58720232
203350_at	103	160.6	60.3	92.7	129.7	79.1	95		95			8	65.6	34.7	2.3	34.7	15.9	0			15.9			8	65.6	-34.7	-2.3	34.7	-15.9	0			0.055904962	0.458420685	-0.242487771	-0.016072676	0.242487771	-0.111111111	0		0.938202977	0.337871715	0.671047389	0.983419032	0.671047389	0.867076496	1			7.505623817	22.16438452	-23.2853444	-2.261863774	23.2853444	-13.78651629	0
203351_s_at	171.1	181.4	93.9	105.9	177.8	113.7	145.5		145.5			25.6	35.9	51.6	39.6	32.3	31.8	0			32.3			25.6	35.9	-51.6	-39.6	32.3	-31.8	0			0.088063295	0.123495012	-0.17750258	-0.13622291	0.111111111	-0.109391125	0		0.89784715	0.849973671	0.771484789	0.83201686	0.867076496	0.869421609	1			22.98488704	30.51405478	-39.80861512	-32.94786765	28.00657082	-27.64760718	0
203353_s_at	214.8	292.5	167.2	175.8	247	184	171.9		184			30.8	108.5	16.8	8.2	63	0	12.1			16.8			30.8	108.5	-16.8	-8.2	63	0	-12.1			0.203703704	0.717592593	-0.111111111	-0.054232804	0.416666667	0	-0.080026455		0.731582453	0.066445958	0.867076496	0.940212002	0.39836918	1	0.908227826			22.53273957	7.209386435	-14.56688513	-7.709738418	25.09725836	0	-10.9895567
203356_at	64.4	59.2	62.4	54.5	74.6	48.3	46.4		59.2			5.2	0	3.2	4.7	15.4	10.9	12.8			5.2			5.2	0	3.2	-4.7	15.4	-10.9	-12.8			0.111111111	0	0.068376068	-0.10042735	0.329059829	-0.232905983	-0.273504274		0.867076496	1	0.922933078	0.8815186	0.533507401	0.686128891	0.621870571			4.508797779	0	2.953385849	-4.143137422	8.216013972	-7.478804911	-7.959943303
203357_s_at	103.4	142.6	90.3	95.2	148.1	63.7	92.7		95.2			8.2	47.4	4.9	0	52.9	31.5	2.5			8.2			8.2	47.4	-4.9	0	52.9	-31.5	-2.5			0.111111111	0.642276423	-0.066395664	0	0.716802168	-0.426829268	-0.033875339		0.867076496	0.123462541	0.925391106	1	0.066943787	0.383350502	0.963908603			7.110027267	5.852124436	-4.534416421	0	3.541326352	-12.0755408	-2.409771506
203358_s_at	562.2	831.8	440.7	487.7	863.3	464.6	535.5		535.5			26.7	296.3	94.8	47.8	327.8	70.9	0			70.9			26.7	296.3	-94.8	-47.8	327.8	-70.9	0			0.041842971	0.464347281	-0.148566055	-0.074909889	0.513712584	-0.111111111	0		0.954804818	0.329562745	0.814263253	0.91473697	0.263491091	0.867076496	1			25.49328864	97.64944135	-77.19215636	-43.72442719	86.37237974	-61.47572356	0
203359_s_at	176.1	264.9	152.6	174.9	236	138.1	137.5		174.9			1.2	90	22.3	0	61.1	36.8	37.4			36.8			1.2	90	-22.3	0	61.1	-36.8	-37.4			0.003623188	0.27173913	-0.067330918	0	0.184480676	-0.111111111	-0.112922705		0.996350652	0.624679128	0.924231828	1	0.760954568	0.867076496	0.864598337			1.195620783	56.22112151	-20.61036977	0	46.49432412	-31.90841505	-32.3359778
203360_s_at	125.6	134.7	103.9	101.7	121.1	115.9	85.7		115.9			9.7	18.8	12	14.2	5.2	0	30.2			12			9.7	18.8	-12	-14.2	5.2	0	-30.2			0.089814815	0.174074074	-0.111111111	-0.131481481	0.048148148	0	-0.27962963		0.895560029	0.776630233	0.867076496	0.83874926	0.947443718	1	0.612119337			8.686932279	14.60064838	-10.40491795	-11.91023949	4.926707331	0	-18.48600398
203362_s_at	642.4	800.9	518.7	466.7	748.3	458.8	513.5		518.7			123.7	282.2	0	52	229.6	59.9	5.2			59.9			123.7	282.2	0	-52	229.6	-59.9	-5.2			0.229456502	0.523465034	0	-0.096457058	0.42589501	-0.111111111	-0.009645706		0.691540814	0.251159321	1	0.886808094	0.384723809	0.867076496	0.990170018			85.54359864	70.87716034	0	-46.11402089	88.33258645	-51.93788211	-5.148884094
203363_s_at	164.5	253.3	200.4	204.6	147	177.3	192.3		192.3			27.8	61	8.1	12.3	45.3	15	0			15			-27.8	61	8.1	12.3	-45.3	-15	0			-0.205925926	0.451851852	0.06	0.091111111	-0.335555556	-0.111111111	0		0.728155802	0.347167018	0.933244182	0.893861721	0.523238798	0.867076496	1			-20.24273131	21.1771881	7.559277877	10.99449917	-23.70271756	-13.00614744	0
203364_s_at	79.7	150	98.6	79.9	135.4	75.5	77.6		79.9			0.2	70.1	18.7	0	55.5	4.4	2.3			4.4			-0.2	70.1	18.7	0	55.5	-4.4	-2.3			-0.005050505	1.77020202	0.472222222	0	1.401515152	-0.111111111	-0.058080808		0.994898738	0	0.318639813	1	0	0.867076496	0.935575008			-0.198979748	0	5.958564505	0	0	-3.815136582	-2.151822517
203366_at	189.6	225.8	240.8	135.5	175.2	121.2	126.8		175.2			14.4	50.6	65.6	39.7	0	54	48.4			48.4			14.4	50.6	65.6	-39.7	0	-54	-48.4			0.033057851	0.116161616	0.150596878	-0.091138659	0	-0.123966942	-0.111111111		0.964829913	0.860147125	0.811312078	0.893825578	1	0.849314544	0.867076496			13.89355075	43.52344454	53.22207231	-35.48487546	0	-45.86298536	-41.9665024
203367_at	197.8	326.3	188.2	211.4	291.5	165.9	165.9		197.8			0	128.5	9.6	13.6	93.7	31.9	31.9			31.9			0	128.5	-9.6	13.6	93.7	-31.9	-31.9			0	0.447579241	-0.033437827	0.047370254	0.326367119	-0.111111111	-0.111111111		1	0.353260162	0.964401978	0.948359253	0.537770936	0.867076496	0.867076496			0	45.39393081	-9.258258985	12.89768584	50.38913669	-27.65974022	-27.65974022
203371_s_at	732.9	863.7	546.9	503	789.3	486.4	526		546.9			186	316.8	0	43.9	242.4	60.5	20.9			60.5			186	316.8	0	-43.9	242.4	-60.5	-20.9			0.341597796	0.581818182	0	-0.080624426	0.445179063	-0.111111111	-0.038383838		0.513710568	0.182982082	1	0.907461991	0.356698963	0.867076496	0.958784715			95.55016569	57.96872366	0	-39.83758139	86.4638286	-52.458128	-20.03860053
203374_s_at	261.7	348.8	173.9	248.9	286.4	169.5	187.9		248.9			12.8	99.9	75	0	37.5	79.4	61			61			12.8	99.9	-75	0	37.5	-79.4	-61			0.023315118	0.181967213	-0.136612022	0	0.068306011	-0.144626594	-0.111111111		0.975623329	0.764756173	0.831462146	1	0.923020241	0.819964207	0.867076496			12.48797861	76.3991417	-62.35966097	0	34.61325903	-65.10515804	-52.89166625
203375_s_at	154.6	180.5	111.4	122.7	180.1	97.7	118.2		122.7			31.9	57.8	11.3	0	57.4	25	4.5			25			31.9	57.8	-11.3	0	57.4	-25	-4.5			0.141777778	0.256888889	-0.050222222	0	0.255111111	-0.111111111	-0.02		0.824066841	0.648268678	0.944992625	1	0.65108672	0.867076496	0.979216157			26.28773222	37.46992962	-10.67841667	0	37.37237772	-21.6769124	-4.406472706
203376_at	270.8	340.2	178.8	207.1	321.1	161	253.6		253.6			17.2	86.6	74.8	46.5	67.5	92.6	0			67.5			17.2	86.6	-74.8	-46.5	67.5	-92.6	0			0.028312757	0.14255144	-0.123127572	-0.07654321	0.111111111	-0.152427984	0		0.970130035	0.822954359	0.850486495	0.912667675	0.867076496	0.808644094	1			16.6862366	71.2678475	-63.6163898	-42.4390469	58.52766348	-74.88044312	0
203377_s_at	72.6	80.2	47	67.4	83.5	34.1	54.4		67.4			5.2	12.8	20.4	0	16.1	33.3	13			13			5.2	12.8	-20.4	0	16.1	-33.3	-13			0.044444444	0.109401709	-0.174358974	0	0.137606838	-0.284615385	-0.111111111		0.95178425	0.869407202	0.776203392	1	0.830042444	0.604178165	0.867076496			4.949278101	11.12841218	-15.8345492	0	13.36368335	-20.1191329	-11.27199445
203378_at	86.6	99.1	49	64.2	97.2	63.2	47.3		64.2			22.4	34.9	15.2	0	33	1	16.9			16.9			22.4	34.9	-15.2	0	33	-1	-16.9			0.147271532	0.229454306	-0.099934254	0	0.216962525	-0.006574622	-0.111111111		0.816140107	0.691544256	0.882177864	1	0.711053128	0.993339497	0.867076496			18.28153839	24.13489452	-13.40910353	0	23.46475323	-0.993339497	-14.65359278
203379_at	63.4	96.2	83.6	86.4	106	80.2	58.6		83.6			20.2	12.6	0	2.8	22.4	3.4	25			12.6			-20.2	12.6	0	2.8	22.4	-3.4	-25			-0.178130511	0.111111111	0	0.024691358	0.197530864	-0.029982363	-0.220458554		0.770540341	0.867076496	1	0.974119785	0.741068655	0.968274442	0.705608335			-15.56491489	10.92516385	0	2.727535398	16.59993787	-3.292133101	-17.64020838
203380_x_at	990.9	1345.1	766.7	787	1062.7	716.1	705.8		787			203.9	558.1	20.3	0	275.7	70.9	81.2			81.2			203.9	558.1	-20.3	0	275.7	-70.9	-81.2			0.279009305	0.763683634	-0.027777778	0	0.3772578	-0.097016968	-0.111111111		0.613107159	0.041050908	0.970722458	1	0.45809481	0.886064748	0.867076496			125.0125498	22.9105118	-19.70566589	0	126.296739	-62.82199066	-70.40661147
203385_at	262.8	234.2	181.3	209.3	243	216	215.1		216			46.8	18.2	34.7	6.7	27	0	0.9			18.2			46.8	18.2	-34.7	-6.7	27	0	-0.9			0.285714286	0.111111111	-0.211843712	-0.040903541	0.164835165	0	-0.005494505		0.602427559	0.867076496	0.71900227	0.955889816	0.790397478	1	0.994445448			28.19360978	15.78079223	-24.94937878	-6.404461766	21.3407319	0	-0.895000904
203386_at	104.7	163.8	73.3	80.4	93.7	57.7	63.3		80.4			24.3	83.4	7.1	0	13.3	22.7	17.1			17.1			24.3	83.4	-7.1	0	13.3	-22.7	-17.1			0.157894737	0.541910331	-0.046133853	0	0.086419753	-0.147498376	-0.111111111		0.800640039	0.22854395	0.949810179	1	0.899985286	0.815811464	0.867076496			19.45555294	19.06056543	-6.743652274	0	11.9698043	-18.51892024	-14.82700808
203387_s_at	148.1	136.5	91	82.2	136.9	84	62.8		91			57.1	45.5	0	8.8	45.9	7	28.2			28.2			57.1	45.5	0	-8.8	45.9	-7	-28.2			0.224980299	0.17927502	0	-0.034672971	0.180851064	-0.027580772	-0.111111111		0.698548293	0.768817313	1	0.963007363	0.76644124	0.970940354	0.867076496			39.88710751	34.98118773	0	-8.474464795	35.17965292	-6.796582478	-24.45155719
203388_at	133.2	139.8	94.1	88.4	120.6	85.6	119		119			14.2	20.8	24.9	30.6	1.6	33.4	0			20.8			14.2	20.8	-24.9	-30.6	1.6	-33.4	0			0.075854701	0.111111111	-0.133012821	-0.163461538	0.008547009	-0.178418803	0		0.91354095	0.867076496	0.836580378	0.79243163	0.991308142	0.770106521	1			12.97228149	18.03519112	-20.83085142	-24.24840789	1.586093028	-25.72155781	0
203392_s_at	495.5	622.4	451.1	403.3	567.4	319.8	356.7		451.1			44.4	171.3	0	47.8	116.3	131.3	94.4			94.4			44.4	171.3	0	-47.8	116.3	-131.3	-94.4			0.052259887	0.201624294	0	-0.05626177	0.136887947	-0.154543315	-0.111111111		0.942570444	0.734783406	1	0.937773093	0.83106859	0.805553797	0.867076496			41.85012771	125.8683975	0	-44.82555384	96.65327703	-105.7692136	-81.85202122
203394_s_at	197.2	208.8	157.6	184	178	182.5	237.5		184			13.2	24.8	26.4	0	6	1.5	53.5			13.2			13.2	24.8	-26.4	0	-6	-1.5	53.5			0.111111111	0.208754209	-0.222222222	0	-0.050505051	-0.012626263	0.4503367		0.867076496	0.723786098	0.70285695	1	0.944657259	0.987058943	0.349323575			11.44540975	17.94989523	-18.55542347	0	-5.667943554	-1.480588414	18.68881126
203395_s_at	162	135.9	131.8	89.2	125.5	106.6	107.4		125.5			36.5	10.4	6.3	36.3	0	18.9	18.1			18.1			36.5	10.4	6.3	-36.3	0	-18.9	-18.1			0.224063843	0.063842848	0.038674033	-0.222836096	0	-0.116022099	-0.111111111		0.699980768	0.928541321	0.958452444	0.701898579	1	0.860339401	0.867076496			25.54929804	9.656829741	6.038250397	-25.47891843	0	-16.26041468	-15.69408458
203396_at	986	1389.6	849.1	893.2	1262.1	782.2	800.9		893.2			92.8	496.4	44.1	0	368.9	111	92.3			92.8			92.8	496.4	-44.1	0	368.9	-111	-92.3			0.111111111	0.594348659	-0.052801724	0	0.441690613	-0.132902299	-0.110512452		0.867076496	0.169677927	0.941924019	1	0.361717009	0.83673709	0.867893595			80.46469882	84.22812297	-41.53884925	0	133.4374046	-92.87781701	-80.10657883
203401_at	235.1	360.4	218.6	166.2	330.8	199.2	198.9		218.6			16.5	141.8	0	52.4	112.2	19.4	19.7			19.7			16.5	141.8	0	-52.4	112.2	-19.4	-19.7			0.093062606	0.799774394	0	-0.295544275	0.632825719	-0.109419064	-0.111111111		0.891296088	0.026001296	1	0.586766928	0.131976445	0.869383576	0.867076496			14.70638546	3.686983707	0	-30.74658704	14.80775708	-16.86604138	-17.08140697
203402_at	247.2	260.3	162.4	129	171.6	124.2	197		171.6			75.6	88.7	9.2	42.6	0	47.4	25.4			42.6			75.6	88.7	-9.2	-42.6	0	-47.4	25.4			0.197183099	0.231351069	-0.023995827	-0.111111111	0	-0.123630673	0.066249348		0.741601628	0.688569634	0.974880531	0.867076496	1	0.849784252	0.92557222			56.06508307	61.0761265	-8.968900883	-36.93745873	0	-40.27977355	23.5095344
203403_s_at	297.4	418.9	233	210.8	365.6	172.7	208.1		233			64.4	185.9	0	22.2	132.6	60.3	24.9			60.3			64.4	185.9	0	-22.2	132.6	-60.3	-24.9			0.11866593	0.342546527	0	-0.040906578	0.244333886	-0.111111111	-0.045881703		0.856687638	0.512216734	1	0.955886313	0.668134195	0.867076496	0.950105438			55.1706839	95.22109082	0	-21.22067615	88.59459428	-52.28471271	-23.6576254
203405_at	461.4	599.6	332.2	348.8	496.8	294.3	275		348.8			112.6	250.8	16.6	0	148	54.5	73.8			73.8			112.6	250.8	-16.6	0	148	-54.5	-73.8			0.169527251	0.377597109	-0.024992472	0	0.22282445	-0.082053598	-0.111111111		0.78342396	0.457571798	0.973789883	1	0.701916764	0.905627327	0.867076496			88.21353792	114.7590069	-16.16491206	0	103.8836811	-49.35668931	-63.9902454
203406_at	383.8	561	303.8	337.4	532.5	364.9	336.6		364.9			18.9	196.1	61.1	27.5	167.6	0	28.3			28.3			18.9	196.1	-61.1	-27.5	167.6	0	-28.3			0.074204947	0.769925402	-0.239890067	-0.107970161	0.658029054	0	-0.111111111		0.915627575	0.03815188	0.675142714	0.87135329	0.10993903	1	0.867076496			17.30536117	7.481583613	-41.25121982	-23.96221546	18.42578149	0	-24.53826484
203408_s_at	925.4	861.1	506.7	562.1	1006.3	677.8	830.8		830.8			94.6	30.3	324.1	268.7	175.5	153	0			153			94.6	30.3	-324.1	-268.7	175.5	-153	0			0.068700073	0.022004357	-0.235366739	-0.19513435	0.12745098	-0.111111111	0		0.92252976	0.977048797	0.682262286	0.74473821	0.84443231	0.867076496	1			87.27131526	29.60457856	-221.121207	-200.1111571	148.1978704	-132.6627039	0
203409_at	248.4	723.1	1059	1328.2	1471.4	946.2	952		952			703.6	228.9	107	376.2	519.4	5.8	0			228.9			-703.6	-228.9	107	376.2	519.4	-5.8	0			-0.341536819	-0.111111111	0.051939226	0.182612495	0.252123683	-0.002815397	0		0.513806602	0.867076496	0.942952538	0.763781105	0.655818709	0.997168795	1			-361.5143251	-198.4738099	100.8959216	287.3344517	340.6322374	-5.78357901	0
203410_at	265.9	309.3	189.3	223	293.6	183.7	200.4		223			42.9	86.3	33.7	0	70.6	39.3	22.6			39.3			42.9	86.3	-33.7	0	70.6	-39.3	-22.6			0.121289228	0.243992084	-0.095278485	0	0.199604184	-0.111111111	-0.063895957		0.853047376	0.668673731	0.888369968	1	0.737887873	0.867076496	0.928475995			36.59573241	57.70654301	-29.93806792	0	52.09488383	-34.07610629	-20.98355748
203412_at	95.1	123.3	106.6	102.6	107.3	77.8	94.9		102.6			7.5	20.7	4	0	4.7	24.8	7.7			7.5			-7.5	20.7	4	0	4.7	-24.8	-7.7			-0.111111111	0.306666667	0.059259259	0	0.06962963	-0.367407407	-0.114074074		0.867076496	0.569057124	0.934145219	1	0.921370837	0.473334504	0.863019024			-6.50307372	11.77948247	3.736580877	0	4.330442934	-11.73869569	-6.645246482
203414_at	372	493.7	295.9	307.5	478.3	269.3	289.3		307.5			64.5	186.2	11.6	0	170.8	38.2	18.2			38.2			64.5	186.2	-11.6	0	170.8	-38.2	-18.2			0.187609075	0.54159395	-0.033740547	0	0.496800465	-0.111111111	-0.052937755		0.756209633	0.228923837	0.964060678	1	0.285462137	0.867076496	0.941761577			48.77552132	42.62561848	-11.18310387	0	48.75693295	-33.12232215	-17.1400607
203415_at	267.2	324.2	269.8	219.2	279.3	173.4	196.4		267.2			0	57	2.6	48	12.1	93.8	70.8			48			0	57	2.6	-48	12.1	-93.8	-70.8			0	0.131944444	0.006018519	-0.111111111	0.028009259	-0.21712963	-0.163888889		1	0.838094108	0.993909473	0.867076496	0.97046625	0.710793158	0.791799146			0	47.77136418	2.58416463	-41.61967181	11.74264162	-66.67239825	-56.05937951
203416_at	722.6	988.6	578.3	563.3	795.7	535.8	692.6		692.6			30	296	114.3	129.3	103.1	156.8	0			114.3			30	296	-114.3	-129.3	103.1	-156.8	0			0.029163021	0.28774181	-0.111111111	-0.125692622	0.100223583	-0.152425391	0		0.969186323	0.599197438	0.867076496	0.846899876	0.881791114	0.808647877	1			29.07558969	177.3624418	-99.10684349	-109.5041539	90.91266384	-126.7959871	0
203418_at	724.2	549.5	402.4	441.9	749.5	535.3	582.4		549.5			174.7	0	147.1	107.6	200	14.2	32.9			107.6			174.7	0	-147.1	-107.6	200	-14.2	32.9			0.180400661	0	-0.151900041	-0.111111111	0.206526229	-0.014663362	0.033973565		0.767120673	1	0.809414004	0.867076496	0.727229121	0.984912961	0.96379774			134.0159815	0	-119.0648	-93.29743096	145.4458241	-13.98576404	31.70894566
203419_at	98.4	116.2	79	86.5	93.2	85.5	59		86.5			11.9	29.7	7.5	0	6.7	1	27.5			7.5			11.9	29.7	-7.5	0	6.7	-1	-27.5			0.176296296	0.44	-0.111111111	0	0.099259259	-0.014814815	-0.407407407		0.773297339	0.364157338	0.867076496	1	0.883079259	0.984752778	0.412200317			9.202238333	10.81547293	-6.50307372	0	5.916631033	-0.984752778	-11.33550871
