CHPProbeSetName	H_ARP1-0h	H_ARP1-2h	H_ARP1-4h	H_ARP1-6h	H_ARP1-8h	H_ARP1-10h	H_ARP1-012h		med£¨£©			B-J	C-J	D-J	E-J	F-J	G-J	H-J			mad()			B-J	C-J	D-J	E-J	F-J	G-J	H-J			U1=(x-med)/9*mad	U2	U3	U4	U5	U6	U7		W1	W2	W3	W4	W5	W6	W7			Z1	Z2	Z3	Z4	Z5	Z6	Z7
205139_s_at	27.1	51.2	35.7	29	35.5	26.8	32.9		32.9			5.8	18.3	2.8	3.9	2.6	6.1	0			3.9			-5.8	18.3	2.8	-3.9	2.6	-6.1	0			-0.165242165	0.521367521	0.07977208	-0.111111111	0.074074074	-0.173789174	0		0.789794118	0.253790159	0.908553288	0.867076496	0.91579275	0.777056939	1			-4.580805884	4.644359908	2.543949207	-3.381598334	2.38106115	-4.740047331	0
205140_at	25.8	35.5	26.2	30.9	45.9	56.1	36.8		35.5			9.7	0	9.3	4.6	10.4	20.6	1.3			9.3			-9.7	0	-9.3	-4.6	10.4	20.6	1.3			-0.115890084	0	-0.111111111	-0.054958184	0.124253286	0.246117085	0.015531661		0.860521294	1	0.867076496	0.939341625	0.848914361	0.665318201	0.983993425			-8.347056548	0	-8.063811412	-4.320971475	8.828709353	13.70555494	1.279191452
205162_at	134.5	157.6	76.9	111.4	147.5	87.5	101.9		111.4			23.1	46.2	34.5	0	36.1	23.9	9.5			23.9			23.1	46.2	-34.5	0	36.1	-23.9	-9.5			0.107391911	0.214783821	-0.160390516	0	0.167828917	-0.111111111	-0.044165504		0.872137877	0.714439926	0.796967017	1	0.78595252	0.867076496	0.952109247			20.14638496	33.00712457	-27.49536208	0	28.37288598	-20.72312825	-9.045037847
205167_s_at	144.7	107.4	66.7	107	201	130.1	122		122			22.7	14.6	55.3	15	79	8.1	0			15			22.7	-14.6	-55.3	-15	79	8.1	0			0.168148148	-0.108148148	-0.40962963	-0.111111111	0.585185185	0.06	0		0.785477616	0.871111617	0.408868542	0.867076496	0.17935884	0.933244182	1			17.83034187	-12.71822961	-22.61043038	-13.00614744	14.16934834	7.559277877	0
205171_at	119.9	134.2	90.7	108.3	125.2	100.3	91.7		108.3			11.6	25.9	17.6	0	16.9	8	16.6			16.6			11.6	25.9	-17.6	0	16.9	-8	-16.6			0.077643909	0.173360107	-0.117804552	0	0.113119143	-0.053547523	-0.111111111		0.911268624	0.777699317	0.857879293	1	0.864329122	0.941032662	0.867076496			10.57071604	20.14241232	-15.09867556	0	14.60716216	-7.528261292	-14.39346983
205173_x_at	130	251.6	138.1	149.2	264.5	148.3	138.4		148.3			18.3	103.3	10.2	0.9	116.2	0	9.9			10.2			-18.3	103.3	-10.2	0.9	116.2	0	-9.9			-0.199346405	1.125272331	-0.111111111	0.009803922	1.265795207	0	-0.107843137		0.738283648	0	0.867076496	0.990005738	0	1	0.871525714			-13.51059076	0	-8.844180259	0.891005164	0	0	-8.628104568
205176_s_at	671.2	915.6	501.9	600.5	872.3	609.4	662.3		662.3			8.9	253.3	160.4	61.8	210	52.9	0			61.8			8.9	253.3	-160.4	-61.8	210	-52.9	0			0.016001438	0.455411722	-0.288385473	-0.111111111	0.377562028	-0.095109673	0		0.983494729	0.342118535	0.598171965	0.867076496	0.457625866	0.888593368	1			8.753103085	86.65862504	-95.94678312	-53.58532745	96.10143177	-47.00658915	0
205178_s_at	196.1	267.2	150.3	130.7	240.8	128.3	194.5		194.5			1.6	72.7	44.2	63.8	46.3	66.2	0			46.3			1.6	72.7	-44.2	-63.8	46.3	-66.2	0			0.003839693	0.174466043	-0.106071514	-0.153107751	0.111111111	-0.158867291	0		0.996130934	0.776042945	0.873926172	0.807651971	0.867076496	0.799210121	1			1.593809494	56.41832212	-38.62753678	-51.52819573	40.14564176	-52.90771002	0
205184_at	33.7	47.7	46.9	34.2	60	54.9	39		46.9			13.2	0.8	0	12.7	13.1	8	7.9			8			-13.2	0.8	0	-12.7	13.1	8	-7.9			-0.183333333	0.011111111	0	-0.176388889	0.181944444	0.111111111	-0.109722222		0.762691113	0.988644734	1	0.773158293	0.764790567	0.867076496	0.868970764			-10.06752269	0.790915787	0	-9.81911032	10.01875643	6.936611968	-6.864869037
205189_s_at	82.7	127.5	91.5	90.3	136.4	95.9	84.5		91.5			8.8	36	0	1.2	44.9	4.4	7			7			-8.8	36	0	-1.2	44.9	4.4	-7			-0.13968254	0.571428571	0	-0.019047619	0.712698413	0.06984127	-0.111111111		0.827073299	0.194383293	1	0.980240708	0.06956261	0.921106599	0.867076496			-7.278245034	6.997798554	0	-1.17628885	3.123361168	4.052869036	-6.069535472
205191_at	27	34.6	15.1	17.6	31.4	16.5	28.7		27			0	7.6	11.9	9.4	4.4	10.5	1.7			7.6			0	7.6	-11.9	-9.4	4.4	-10.5	1.7			0	0.111111111	-0.173976608	-0.137426901	0.064327485	-0.153508772	0.024853801		1	0.867076496	0.776776227	0.830299392	0.927944864	0.807066255	0.973941853			0	6.589781369	-9.2436371	-7.804814286	4.0829574	-8.474195676	1.65570115
205194_at	57.1	71.6	43.3	45	55.3	32	25		45			12.1	26.6	1.7	0	10.3	13	20			12.1			12.1	26.6	-1.7	0	10.3	-13	-20			0.111111111	0.24426079	-0.015610652	0	0.094582185	-0.119375574	-0.183654729		0.867076496	0.668249584	0.98390963	1	0.889290918	0.855704536	0.762204869			10.4916256	17.77543893	-1.672646371	0	9.159696458	-11.12415896	-15.24409739
205198_s_at	44.9	44.2	34.6	25.7	42.9	24.2	24.3		34.6			10.3	9.6	0	8.9	8.3	10.4	10.3			9.6			10.3	9.6	0	-8.9	8.3	-10.4	-10.3			0.119212963	0.111111111	0	-0.103009259	0.096064815	-0.12037037	-0.119212963		0.855929916	0.867076496	1	0.878055963	0.887328329	0.854324339	0.855929916			8.816078139	8.323934361	0	-7.81469807	7.364825131	-8.884973128	-8.816078139
205202_at	399	439.1	265.6	249.5	404.9	240.6	292.2		292.2			106.8	146.9	26.6	42.7	112.7	51.6	0			51.6			106.8	146.9	-26.6	-42.7	112.7	-51.6	0			0.22997416	0.316322136	-0.057278208	-0.091946598	0.242678725	-0.111111111	0		0.690729291	0.553705612	0.936546189	0.892764615	0.670746165	0.867076496	1			73.76988823	81.3393544	-24.91212862	-38.12104907	75.59309283	-44.74114719	0
205206_at	31.8	31.5	23.6	27.4	56.2	46.3	28.9		31.5			0.3	0	7.9	4.1	24.7	14.8	2.6			4.1			0.3	0	-7.9	-4.1	24.7	14.8	-2.6			0.008130081	0	-0.214092141	-0.111111111	0.669376694	0.401084011	-0.070460705		0.991738802	1	0.715514091	0.867076496	0.100718462	0.421721824	0.920332419			0.297521641	0	-5.652561317	-3.555013633	2.487746008	6.241482995	-2.392864289
205211_s_at	58	49.7	54.5	33.1	95.7	65.7	44.7		54.5			3.5	4.8	0	21.4	41.2	11.2	9.8			9.8			3.5	-4.8	0	-21.4	41.2	11.2	-9.8			0.03968254	-0.054421769	0	-0.242630385	0.467120181	0.126984127	-0.111111111		0.95729541	0.939985433	1	0.670822422	0.325701082	0.845088163	0.867076496			3.350533934	-4.511930077	0	-14.35559984	13.41888459	9.464987425	-8.49734966
205214_at	46.7	88.1	31.6	36.7	89.5	47.6	57.1		47.6			0.9	40.5	16	10.9	41.9	0	9.5			10.9			-0.9	40.5	-16	-10.9	41.9	0	9.5			-0.009174312	0.412844037	-0.163098879	-0.111111111	0.427115189	0	0.096839959		0.990658903	0.404062804	0.792968112	0.867076496	0.382930519	1	0.886299841			-0.891593013	16.36454357	-12.68748979	-9.451133806	16.04478875	0	8.419848493
205218_at	90.3	96.7	72.6	92.6	86.5	62	79.2		86.5			3.8	10.2	13.9	6.1	0	24.5	7.3			7.3			3.8	10.2	-13.9	6.1	0	-24.5	-7.3			0.057838661	0.155251142	-0.211567732	0.092846271	0	-0.372907154	-0.111111111		0.935868238	0.804517792	0.719430038	0.891581031	1	0.464812582	0.867076496			3.556299304	8.206081478	-10.00007753	5.438644287	0	-11.38790825	-6.32965842
205219_s_at	52.4	71.3	39.4	48	59.4	38.5	59.7		52.4			0	18.9	13	4.4	7	13.9	7.3			7.3			0	18.9	-13	-4.4	7	-13.9	7.3			0	0.287671233	-0.197869102	-0.066971081	0.106544901	-0.211567732	0.111111111		1	0.59930988	0.74055013	0.924678184	0.873285557	0.719430038	0.867076496			0	11.32695673	-9.627151691	-4.06858401	6.112998901	-10.00007753	6.32965842
205229_s_at	78.7	115.4	67.9	98.8	121.4	83.6	92.4		92.4			13.7	23	24.5	6.4	29	8.8	0			13.7			-13.7	23	-24.5	6.4	29	-8.8	0			-0.111111111	0.186536902	-0.198702352	0.051905921	0.235198702	-0.071370641	0		0.867076496	0.757837459	0.739272104	0.942992204	0.682526475	0.919193008	1			-11.87894799	17.43026156	-18.11216656	6.035150107	19.79326778	-8.088898469	0
205231_s_at	81.8	100.3	63.8	59.4	103.2	58.2	59.5		63.8			18	36.5	0	4.4	39.4	5.6	4.3			5.6			18	36.5	0	-4.4	39.4	-5.6	-4.3			0.357142857	0.724206349	0	-0.087301587	0.781746032	-0.111111111	-0.08531746		0.489321786	0.062363614	1	0.898839046	0.033004871	0.867076496	0.90141493			8.807792144	2.276271898	0	-3.954891801	1.300391934	-4.855628377	-3.876084198
205235_s_at	133.2	245.8	145.3	125.3	318.3	137.7	181.2		145.3			12.1	100.5	0	20	173	7.6	35.9			20			-12.1	100.5	0	-20	173	-7.6	35.9			-0.067222222	0.558333333	0	-0.111111111	0.961111111	-0.042222222	0.199444444		0.924366702	0.209220672	1	0.867076496	0.000226194	0.95436593	0.738133136			-11.1848371	21.02667752	0	-17.34152992	0.039131556	-7.25318107	26.49897959
205238_at	143.1	214.2	149.8	160.9	199.5	146.1	127.7		149.8			6.7	64.4	0	11.1	49.7	3.7	22.1			11.1			-6.7	64.4	0	11.1	49.7	-3.7	-22.1			-0.067067067	0.644644645	0	0.111111111	0.497497497	-0.037037037	-0.221221221		0.924559159	0.121375978	1	0.867076496	0.28454234	0.960322901	0.704418919			-6.194546367	7.81661301	0	9.624549105	14.14175429	-3.553194735	-15.5676581
205240_at	84.5	81.6	29.8	45.8	83.3	52.5	61.8		61.8			22.7	19.8	32	16	21.5	9.3	0			19.8			22.7	19.8	-32	-16	21.5	-9.3	0			0.127384961	0.111111111	-0.179573513	-0.089786756	0.120650954	-0.052188552	0		0.844525087	0.867076496	0.768367598	0.895596737	0.853934619	0.942655475	1			19.17071947	17.16811462	-24.58776315	-14.32954779	18.35959432	-8.766695921	0
205241_at	105.4	97	73.5	59.5	86.2	70.9	48.4		73.5			31.9	23.5	0	14	12.7	2.6	25.1			14			31.9	23.5	0	-14	12.7	-2.6	-25.1			0.253174603	0.186507937	0	-0.111111111	0.100793651	-0.020634921	-0.199206349		0.654154608	0.757881412	1	0.867076496	0.881028436	0.978531229	0.738498644			20.86753199	17.81021318	0	-12.13907094	11.18906114	-2.544181196	-18.53631595
205245_at	99.5	109.2	63.1	54.3	102.7	78.3	91.8		91.8			7.7	17.4	28.7	37.5	10.9	13.5	0			13.5			7.7	17.4	-28.7	-37.5	10.9	-13.5	0			0.063374486	0.143209877	-0.236213992	-0.308641975	0.089711934	-0.111111111	0		0.929117037	0.822006572	0.680929899	0.565914364	0.895694612	0.867076496	1			7.154201183	14.30291436	-19.5426881	-21.22178866	9.763071266	-11.7055327	0
205250_s_at	46.4	69.3	47.6	50.7	63.9	36.8	45.5		47.6			1.2	21.7	0	3.1	16.3	10.8	2.1			3.1			-1.2	21.7	0	3.1	16.3	-10.8	-2.1			-0.043010753	0.777777778	0	0.111111111	0.584229391	-0.387096774	-0.075268817		0.953451806	0.03468306	1	0.867076496	0.180383782	0.442985229	0.914282929			-1.144142167	0.752622396	0	2.687937137	2.940255653	-4.784240472	-1.919994152
205251_at	130.6	293.9	161.8	106	186.9	70.3	104.7		130.6			0	163.3	31.2	24.6	56.3	60.3	25.9			31.2			0	163.3	31.2	-24.6	56.3	-60.3	-25.9			0	0.581552707	0.111111111	-0.087606838	0.200498575	-0.21474359	-0.092236467		1	0.183269261	0.867076496	0.898441748	0.73651403	0.714502418	0.89238352			0	29.92787026	27.05278667	-22.101667	41.46573989	-43.08449579	-23.11273316
205254_x_at	326.9	235.9	216.7	180.8	507.7	265.3	305.7		265.3			61.6	29.4	48.6	84.5	242.4	0	40.4			48.6			61.6	-29.4	-48.6	-84.5	242.4	0	40.4			0.14083219	-0.067215364	-0.111111111	-0.193187014	0.554183813	0	0.092363969		0.825424823	0.92437521	0.867076496	0.747714281	0.214028822	1	0.892215816			50.84616909	-27.17663119	-42.1399177	-63.18185673	51.88058657	0	36.04551897
205255_x_at	3335.7	3240.3	2066.7	2152.2	3363.1	2865.8	2714.4		2865.8			469.9	374.5	799.1	713.6	497.3	0	151.4			469.9			469.9	374.5	-799.1	-713.6	497.3	0	-151.4			0.111111111	0.08855312	-0.188952732	-0.168735665	0.117590031	0	-0.035799579		0.867076496	0.897208422	0.754167261	0.784603132	0.858175785	1	0.961730547			407.4392454	336.0045541	-602.6550583	-559.8927949	426.7708179	0	-145.6060048
205256_at	93.6	135.4	87.1	65.9	112.4	62.6	77		87.1			6.5	48.3	0	21.2	25.3	24.5	10.1			21.2			6.5	48.3	0	-21.2	25.3	-24.5	-10.1			0.034067086	0.253144654	0	-0.111111111	0.132599581	-0.128406709	-0.05293501		0.963692157	0.654202039	1	0.867076496	0.837166181	0.843088092	0.941764856			6.263999018	31.59795849	0	-18.38202171	21.18030439	-20.65565825	-9.511825042
205260_s_at	182.5	209.7	172.9	206.2	322.3	171.4	192.8		192.8			10.3	16.9	19.9	13.4	129.5	21.4	0			16.9			-10.3	16.9	-19.9	13.4	129.5	-21.4	0			-0.067718606	0.111111111	-0.130834977	0.088099934	0.851413544	-0.14069691	0		0.92375047	0.867076496	0.839663334	0.897799397	0.011244614	0.825618946	1			-9.514629837	14.65359278	-16.70930034	12.03051192	1.456177493	-17.66824545	0
205263_at	97.4	171.9	90.3	99.5	150.1	66.7	88.3		97.4			0	74.5	7.1	2.1	52.7	30.7	9.1			9.1			0	74.5	-7.1	2.1	52.7	-30.7	-9.1			0	0.90964591	-0.086691087	0.025641026	0.643467643	-0.374847375	-0.111111111		1	0.002689981	0.899632835	0.973078187	0.122410639	0.461814064	0.867076496			0	0.200403552	-6.387393126	2.043464192	6.451040701	-14.17769177	-7.890396113
205267_at	44.5	54.7	32	46.2	76.4	49.2	72.2		49.2			4.7	5.5	17.2	3	27.2	0	23			5.5			-4.7	5.5	-17.2	-3	27.2	0	23			-0.094949495	0.111111111	-0.347474747	-0.060606061	0.549494949	0	0.464646465		0.888805269	0.867076496	0.504467556	0.932505647	0.219522643	1	0.329145286			-4.177384763	4.768920728	-8.676841968	-2.797516942	5.971015899	0	7.57034158
205269_at	151.3	119.8	67.3	72.8	138.5	103.9	112.2		112.2			39.1	7.6	44.9	39.4	26.3	8.3	0			26.3			39.1	7.6	-44.9	-39.4	26.3	-8.3	0			0.165188002	0.032108154	-0.189691593	-0.166455429	0.111111111	-0.035065484	0		0.789874429	0.96589721	0.753043076	0.787993762	0.867076496	0.962563031	1			30.88409018	7.340818799	-33.8116341	-31.0469542	22.80411184	-7.989273155	0
205270_s_at	196	151.3	97.3	76	144.5	126.5	139.1		139.1			56.9	12.2	41.8	63.1	5.4	12.6	0			12.6			56.9	12.2	-41.8	-63.1	5.4	-12.6	0			0.501763668	0.107583774	-0.368606702	-0.55643739	0.047619048	-0.111111111	0		0.278939082	0.871877647	0.471473435	0.211411254	0.948066661	0.867076496	1			15.87163377	10.6369073	-19.7075896	-13.3400501	5.119559969	-10.92516385	0
205273_s_at	189.3	321.9	161.1	171.6	259.4	160.1	138.1		171.6			17.7	150.3	10.5	0	87.8	11.5	33.5			17.7			17.7	150.3	-10.5	0	87.8	-11.5	-33.5			0.111111111	0.943502825	-0.065913371	0	0.551161331	-0.072190835	-0.210295041		0.867076496	0.000681162	0.925987846	1	0.217562849	0.918163778	0.721401603			15.34725398	0.102378681	-9.722872384	0	19.10201812	-10.55888345	-24.16695371
205277_at	75.8	88.1	75.7	84.4	96.8	75.8	71.6		75.8			0	12.3	0.1	8.6	21	0	4.2			4.2			0	12.3	-0.1	8.6	21	0	-4.2			0	0.325396825	-0.002645503	0.227513228	0.555555556	0	-0.111111111		1	0.539308164	0.997340537	0.694585185	0.212433741	1	0.867076496			0	6.633490413	-0.099734054	5.97343259	4.46110856	0	-3.641721283
205281_s_at	44.6	55	34.2	36.8	48.3	21.9	34.6		36.8			7.8	18.2	2.6	0	11.5	14.9	2.2			7.8			7.8	18.2	-2.6	0	11.5	-14.9	-2.2			0.111111111	0.259259259	-0.037037037	0	0.163817664	-0.212250712	-0.031339031		0.867076496	0.644509021	0.960322901	1	0.791904582	0.718371268	0.966759192			6.763196668	11.73006419	-2.496839543	0	9.106902697	-10.70373189	-2.126870222
205282_at	188.1	245.3	125.5	119.8	161	102.8	90.2		125.5			62.6	119.8	0	5.7	35.5	22.7	35.3			35.3			62.6	119.8	0	-5.7	35.5	-22.7	-35.3			0.197041234	0.377085301	0	-0.017941454	0.111740636	-0.071451054	-0.111111111		0.741819	0.458360751	1	0.981426407	0.866216284	0.919092193	0.867076496			46.43786938	54.91161801	0	-5.594130519	30.75067808	-20.86339277	-30.60780031
205283_at	46.7	73.2	41.6	38.4	51	33.2	44.2		44.2			2.5	29	2.6	5.8	6.8	11	0			5.8			2.5	29	-2.6	-5.8	6.8	-11	0			0.04789272	0.555555556	-0.049808429	-0.111111111	0.130268199	-0.210727969	0		0.947744568	0.212433741	0.945482797	0.867076496	0.840463906	0.720731146	1			2.36936142	6.160578488	-2.458255273	-5.029043676	5.715154558	-7.928042601	0
205285_s_at	237.8	225.4	92.6	142.8	191.9	146.9	193.9		191.9			45.9	33.5	99.3	49.1	0	45	2			45			45.9	33.5	-99.3	-49.1	0	-45	2			0.113333333	0.082716049	-0.245185185	-0.121234568	0	-0.111111111	0.004938272		0.864035468	0.904774879	0.66679009	0.853123395	1	0.867076496	0.995013196			39.65922797	30.30995844	-66.21225594	-41.88835869	0	-39.01844232	1.990026393
205286_at	244.9	317.5	190.8	200.7	297	184.6	214.1		214.1			30.8	103.4	23.3	13.4	82.9	29.5	0			29.5			30.8	103.4	-23.3	-13.4	82.9	-29.5	0			0.116007533	0.389453861	-0.087758945	-0.05047081	0.312241055	-0.111111111	0		0.860359473	0.439383483	0.898243674	0.944697875	0.560190816	0.867076496	1			26.49907175	45.43225216	-20.92907761	-12.65895152	46.43981866	-25.57875663	0
205292_s_at	1948.9	2496.5	1619.8	1649.5	2193.6	1435	1355.2		1649.5			299.4	847	29.7	0	544.1	214.5	294.3			294.3			299.4	847	-29.7	0	544.1	-214.5	-294.3			0.113036584	0.319779514	-0.011213048	0	0.205421528	-0.080983124	-0.111111111		0.86444228	0.548216229	0.988538322	1	0.728934104	0.907002089	0.867076496			258.8140185	464.3391456	-29.35958818	0	396.613046	-194.551948	-255.1806128
205296_at	68.6	101.5	67.3	66.2	91.6	49.3	61.8		67.3			1.3	34.2	0	1.1	24.3	18	5.5			5.5			1.3	34.2	0	-1.1	24.3	-18	-5.5			0.026262626	0.690909091	0	-0.022222222	0.490909091	-0.363636364	-0.111111111		0.972394614	0.084430471	1	0.97681231	0.293283987	0.479196031	0.867076496			1.264112998	2.887522118	0	-1.074493541	7.126800877	-8.625528549	-4.768920728
205298_s_at	157.3	219.4	142.1	137.1	200.3	139.2	152.8		152.8			4.5	66.6	10.7	15.7	47.5	13.6	0			13.6			4.5	66.6	-10.7	-15.7	47.5	-13.6	0			0.036764706	0.544117647	-0.087418301	-0.128267974	0.388071895	-0.111111111	0		0.960633152	0.225901501	0.898687169	0.843283351	0.441494322	0.867076496	1			4.322849185	15.04503995	-9.615952707	-13.23954862	20.97098029	-11.79224034	0
205305_at	44.8	64.3	57	26.3	54.4	32.6	35.6		44.8			0	19.5	12.2	18.5	9.6	12.2	9.2			12.2			0	19.5	12.2	-18.5	9.6	-12.2	-9.2			0	0.177595628	0.111111111	-0.16848816	0.087431694	-0.111111111	-0.083788707		1	0.771344879	0.867076496	0.784971601	0.898669738	0.867076496	0.903391842			0	15.04122514	10.57833325	-14.52197462	8.627229489	-10.57833325	-8.311204943
205310_at	84.5	203.4	91.9	80.8	109.8	98.7	91.3		91.9			7.4	111.5	0	11.1	17.9	6.8	0.6			7.4			-7.4	111.5	0	-11.1	17.9	6.8	-0.6			-0.111111111	1.674174174	0	-0.166666667	0.268768769	0.102102102	-0.009009009		0.867076496	0	1	0.787680041	0.629403503	0.879274597	0.990830135			-6.41636607	0	0	-8.743248451	11.2663227	5.979067257	-0.594498081
205323_s_at	75.1	143.6	73.5	59.1	124.5	54.9	71.2		73.5			1.6	70.1	0	14.4	51	18.6	2.3			14.4			1.6	70.1	0	-14.4	51	-18.6	-2.3			0.012345679	0.540895062	0	-0.111111111	0.393518519	-0.143518519	-0.017746914		0.987353276	0.229764019	1	0.867076496	0.4331897	0.821561985	0.981634456			1.579765241	16.10645771	0	-12.48590154	22.09267469	-15.28105292	-2.25775925
205324_s_at	397.3	508.8	326.9	365.1	387.9	269.2	247.9		365.1			32.2	143.7	38.2	0	22.8	95.9	117.2			38.2			32.2	143.7	-38.2	0	22.8	-95.9	-117.2			0.093659104	0.417975567	-0.111111111	0	0.066317627	-0.278941245	-0.34089587		0.890509743	0.3964251	0.867076496	1	0.925487711	0.613215537	0.514816201			28.67441371	56.96628689	-33.12232215	0	21.10111981	-58.80736995	-60.33645872
205328_at	46.3	48	34.9	25.4	35.8	34.3	33.7		34.9			11.4	13.1	0	9.5	0.9	0.6	1.2			1.2			11.4	13.1	0	-9.5	0.9	-0.6	-1.2			1.055555556	1.212962963	0	-0.87962963	0.083333333	-0.055555556	-0.111111111		0	0	1	0.00616174	0.903979392	0.938623537	0.867076496			0	0	0	-0.058536528	0.813581453	-0.563174122	-1.040491795
205329_s_at	87.7	116.1	75.3	69.1	101.9	72.2	69.1		75.3			12.4	40.8	0	6.2	26.6	3.1	6.2			6.2			12.4	40.8	0	-6.2	26.6	-3.1	-6.2			0.222222222	0.731182796	0	-0.111111111	0.476702509	-0.055555556	-0.111111111		0.70285695	0.058217967	1	0.867076496	0.31248702	0.938623537	0.867076496			8.715426176	2.375293045	0	-5.375874275	8.312154742	-2.909732964	-5.375874275
205335_s_at	406.1	550.5	344.8	367.1	502.3	302.4	272.7		367.1			39	183.4	22.3	0	135.2	64.7	94.4			64.7			39	183.4	-22.3	0	135.2	-64.7	-94.4			0.066975786	0.314957925	-0.038296411	0	0.232182724	-0.111111111	-0.162115748		0.924672351	0.555872838	0.95888476	1	0.687264434	0.867076496	0.794421257			36.06222167	101.9470785	-21.38313014	0	92.91815144	-56.09984929	-74.9933667
205339_at	204.5	232	127.3	155	253	147.7	177.4		177.4			27.1	54.6	50.1	22.4	75.6	29.7	0			29.7			27.1	54.6	-50.1	-22.4	75.6	-29.7	0			0.101384212	0.204264871	-0.187429854	-0.083800973	0.282828283	-0.111111111	0		0.88023742	0.730717703	0.756481852	0.903376007	0.607024912	0.867076496	1			23.85443408	39.8971866	-37.8997408	-20.23562256	45.89108337	-25.75217193	0
205340_at	138.1	238.8	111.1	102.7	164.6	99.5	113.3		113.3			24.8	125.5	2.2	10.6	51.3	13.8	0			13.8			24.8	125.5	-2.2	-10.6	51.3	-13.8	0			0.199677939	1.010466989	-0.017713366	-0.085346216	0.413043478	-0.111111111	0		0.737774619	0	0.98167032	0.901377679	0.403765165	0.867076496	1			18.29681056	0	-2.159674703	-9.554603394	20.71315299	-11.96565564	0
205345_at	266.4	325	178.3	250.4	267.9	210.8	183.2		250.4			16	74.6	72.1	0	17.5	39.6	67.2			39.6			16	74.6	-72.1	0	17.5	-39.6	-67.2			0.044893378	0.209315376	-0.202300786	0	0.049102132	-0.111111111	-0.188552189		0.951260628	0.722917986	0.733742634	1	0.946318129	0.867076496	0.754776364			15.22017005	53.92968173	-52.90284391	0	16.56056726	-34.33622924	-50.72097164
205347_s_at	1427.1	1730.6	1139.3	1191.5	1632.8	1032.5	1213.5		1213.5			213.6	517.1	74.2	22	419.3	181	0			181			213.6	517.1	-74.2	-22	419.3	-181	0			0.131123389	0.317434009	-0.045549417	-0.013505218	0.257397176	-0.111111111	0		0.839255673	0.551939757	0.9504942	0.986134959	0.647462695	0.867076496	1			179.2650118	285.4080482	-70.52666964	-21.69496911	271.481108	-156.9408458	0
205349_at	595.7	975.4	948.9	886.7	1040.2	574.5	648.7		886.7			291	88.7	62.2	0	153.5	312.2	238			153.5			-291	88.7	62.2	0	153.5	-312.2	-238			-0.210640608	0.064205574	0.045023525	0	0.111111111	-0.225986247	-0.172276511		0.720866455	0.928094974	0.9511087	1	0.867076496	0.696975046	0.779320257			-209.7721384	82.32202417	59.15896111	0	133.0962421	-217.5956093	-185.4782213
205350_at	142.3	140.2	151.6	141.7	172.6	113.1	95.8		141.7			0.6	1.5	9.9	0	30.9	28.6	45.9			9.9			0.6	-1.5	9.9	0	30.9	-28.6	-45.9			0.006734007	-0.016835017	0.111111111	0	0.346801347	-0.320987654	-0.515151515		0.993175912	0.982607769	0.867076496	1	0.505525335	0.546299156	0.261655735			0.595905547	-1.473911654	8.58405731	0	15.62073285	-15.62415587	-12.00999822
205351_at	38.1	56	34.7	39.3	49	38.6	50		39.3			1.2	16.7	4.6	0	9.7	0.7	10.7			4.6			-1.2	16.7	-4.6	0	9.7	-0.7	10.7			-0.028985507	0.403381643	-0.111111111	0	0.234299517	-0.016908213	0.258454106		0.969383564	0.418255267	0.867076496	1	0.683939807	0.98252976	0.64578636			-1.163260277	6.984862952	-3.988551881	0	6.634216124	-0.687770832	6.909914051
205353_s_at	473.5	496.3	351.5	375.6	475.6	260.6	270.6		375.6			97.9	120.7	24.1	0	100	115	105			100			97.9	120.7	-24.1	0	100	-115	-105			0.108777778	0.134111111	-0.026777778	0	0.111111111	-0.127777778	-0.116666667		0.870256041	0.835021603	0.971827026	1	0.867076496	0.843972911	0.859450685			85.19806646	100.7871074	-23.42103132	0	86.70764959	-97.05688478	-90.24232192
205354_at	37.1	46.5	45.6	80.7	61.2	58.6	56.1		56.1			19	9.6	10.5	24.6	5.1	2.5	0			9.6			-19	-9.6	-10.5	24.6	5.1	2.5	0			-0.219907407	-0.111111111	-0.121527778	0.284722222	0.059027778	0.028935185	0		0.706467519	0.867076496	0.852715523	0.604007972	0.934426427	0.969439458	1			-13.42288286	-8.323934361	-8.953512996	14.85859611	4.765574777	2.423598644	0
205356_at	248.5	388.1	184.7	203.2	319.8	206.6	211.5		211.5			37	176.6	26.8	8.3	108.3	4.9	0			26.8			37	176.6	-26.8	-8.3	108.3	-4.9	0			0.153399668	0.732172471	-0.111111111	-0.034411277	0.449004975	-0.020315091	0		0.807225639	0.057643177	0.867076496	0.9633033	0.351222869	0.978876438	1			29.86734864	10.17978503	-23.23765009	-7.995417392	38.03743669	-4.796494547	0
205357_s_at	18	24.2	11.4	22.4	26.1	22.7	24.3		22.7			4.7	1.5	11.3	0.3	3.4	0	1.6			1.6			-4.7	1.5	-11.3	-0.3	3.4	0	1.6			-0.326388889	0.104166667	-0.784722222	-0.020833333	0.236111111	0	0.111111111		0.537736451	0.876497979	0.031778901	0.97831688	0.681091719	1	0.867076496			-2.52736132	1.314746968	-0.359101577	-0.293495064	2.315711843	0	1.387322394
